type,id,lat,lon,highway,traffic_signals,traffic_signals_direction,red_turn_right_bicycle,ref,traffic_signals_sound
node,25965504,49.8686355,10.9105394
node,300398935,49.8899826,10.9218859
node,306259040,49.8879883,10.922055
node,306271384,49.8736044,10.8889732
node,393759847,49.8717121,10.8823894
node,393759852,49.8716934,10.8827741
node,393759856,49.8719924,10.8829003
node,417334771,49.8896463,10.9220614
node,426429333,49.8803136,10.9240138
node,460423637,49.8923448,10.8890263
node,480638791,49.8720516,10.8824933
node,521565528,49.896845,10.8955823
node,544100096,49.9015029,10.8830041
node,612413216,49.895649,10.8847523
node,655924828,49.8898052,10.9223057
node,734874598,49.8957929,10.9014977
node,794495673,49.8897413,10.8912584
node,803314501,49.9026735,10.8995662
node,916488962,49.894957,10.8849708
node,963196277,49.9037183,10.8614329
node,1368751832,49.8981472,10.8878131
node,1371875726,49.9026524,10.8989527
node,1453512435,49.9046056,10.8566289
node,1459233561,49.8899382,10.8855662
node,1474883515,49.8804074,10.8579884
node,1483765179,49.8953978,10.8847924
node,1484594102,49.8948961,10.8851846
node,1485598858,49.8804432,10.918659
node,1543977475,49.8768194,10.8844826
node,1603075144,49.8908676,10.8996597
node,1612817635,49.9060812,10.9125817
node,1612817670,49.907337,10.9173726
node,1612817688,49.9074299,10.91786
node,1612891911,49.9077174,10.9193153
node,1613918261,49.9104619,10.9100654
node,1619141435,49.9047016,10.9071201
node,1621213769,49.9024037,10.9096041
node,1648881795,49.8968492,10.8985075
node,1654354846,49.9027943,10.8904125
node,1705461471,49.8803019,10.9182626
node,2039713451,49.8897662,10.9123959
node,2510323917,49.8836481,10.9029574
node,2617022288,49.8805058,10.9180286
node,2750375375,49.9092866,10.9043048
node,2831998709,49.8836903,10.9123291
node,2973188304,49.8683425,10.91056
node,3327958857,49.8958917,10.9013947
node,3327958860,49.8965494,10.902808
node,3328678912,49.898742,10.9090454
node,3375242425,49.8751865,10.8867578
node,4158796799,49.8897868,10.921695
node,4493632361,49.9012894,10.883158
node,4493632362,49.9016573,10.8823268
node,4493632363,49.9014408,10.8823637
node,4493635352,49.9001939,10.8981824
node,4493635353,49.9002252,10.898629
node,4493635354,49.9005177,10.8983057
node,4493635356,49.8967299,10.8942999
node,4493635357,49.8968857,10.8945269
node,4493635358,49.8970508,10.8943608
node,4493635359,49.8969269,10.8941464
node,4493635364,49.898502,10.8955431
node,4493635365,49.8985467,10.8956126
node,4494727066,49.9093832,10.8889338
node,4494727067,49.9096711,10.8884745
node,4494727068,49.9094139,10.8885965
node,4494727069,49.9088935,10.887435
node,4494727070,49.9088806,10.887887
node,4494727071,49.9086724,10.8871716
node,4498780801,49.8694706,10.8707881
node,4498780802,49.8692003,10.8706006
node,4498780803,49.8694466,10.8711048
node,4498780804,49.8804603,10.8580317
node,4498783725,49.8793672,10.8836584
node,4498783726,49.8794473,10.8836156
node,4498792242,49.8918481,10.8979627
node,4498792243,49.8920218,10.8982403
node,4498792244,49.8918574,10.8982056
node,4498792245,49.8920419,10.8979581
node,4498792249,49.8917037,10.8925667
node,4498792250,49.8918572,10.8928139
node,4498792251,49.8920492,10.8926734
node,4498792252,49.8914673,10.8954334
node,4499928014,49.9015495,10.9203638
node,4499928015,49.9015174,10.9197675
node,4499928016,49.9016708,10.9199845
node,4499928017,49.9013664,10.9201412
node,4499928026,49.8999813,10.9197915
node,4499928027,49.9001093,10.9203276
node,4499928028,49.8998647,10.920143
node,4499928029,49.9002238,10.9199775
node,4499928038,49.8945911,10.9218035
node,4499928039,49.8944642,10.9212383
node,4499928040,49.894662,10.9213728
node,4499928041,49.8944061,10.9216534
node,4499928046,49.88757,10.9218681
node,4499928047,49.8877913,10.9218877
node,4499928048,49.8876798,10.9222091
node,4499928052,49.8821252,10.9224442
node,4499928053,49.8822141,10.9224263
node,4499928058,49.8825074,10.9225614
node,4499928059,49.88219,10.922826
node,4499928062,49.8802494,10.924044
node,4499928063,49.8805202,10.9238267
node,4499928064,49.8805182,10.9239865
node,4499928065,49.8803644,10.9244984
node,4499928066,49.8783224,10.9289454
node,4499928067,49.8780158,10.9285389
node,4499928068,49.8782463,10.9284326
node,4499928069,49.8780955,10.9289699
node,4499988694,49.8999062,10.8716705
node,4499988695,49.8999931,10.8711807
node,4499988696,49.9002513,10.8711182
node,4499988697,49.9002191,10.8715782
node,4499988698,49.9047708,10.8558691
node,4499988699,49.9044894,10.8562934
node,4499988700,49.9047717,10.856249
node,4499997289,49.8984183,10.8891316
node,4499997290,49.8985244,10.8892952
node,4499997291,49.8983572,10.8878602
